hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
01c82f50f7f2dc2f93e354374b5a6e14c71839a0,sycl,The optimization strategy involved removing a division operation in the `__sanitizer_cov_trace_switch` function to reduce computational overhead.,True,The optimization strategy involved removing a division operation to speed up the `__sanitizer_cov_trace_switch` function.,True
2e5a323dbd4dbfad5b1e3d45d489e6dca37f4257,rocksdb,The optimization strategy replaced a no-operation (nop) instruction with a more effective instruction (`isb`) in spin-wait loops on ARM64 architecture to better align with the behavior of the x86 `pause` instruction.,False,"The optimization strategy involved replacing the yield instruction with an isb instruction on arm64 to better mimic the behavior of the x86 pause instruction, improving spin-wait loop performance.",False
27cd66aa67974020196be9f905ee82f540fefd6f,runtime,The optimization strategy involved modifying a condition check to improve the efficiency of a hot path in the code.,False,The optimization strategy involved modifying a conditional check in a hot path to generate slightly better code.,True
7ac154065f3acbb38afba7fc0eccd3adf8208ced,mpv,The optimization adjusts the scheduled time for the next frame when changing playback speed to improve responsiveness during faster playback without audio.,False,The optimization strategy involves adjusting the scheduled time until the next frame when changing playback speed to improve responsiveness without audio.,False
002feb3b26f1b66c0b57875b9e03ea883c08cbb9,Indigo,The optimization strategy involved reducing memory usage by modifying how molecule data is processed and saved in the CML format.,False,The optimization strategy involved reducing memory usage during molecule saving by modifying the CML saver implementation.,False
2738ede6b2e8de6b09afadc7f09d75b18491a629,sycl,"The optimization strategy involves using MRI (Machine Register Information) to find the highest used registers, which is faster than searching the entire program for calls when there are no calls present.",False,"The optimization strategy involves using MRI to find the highest used registers, providing a faster path than searching the entire program for calls when there are no calls.",False
851c941b8b596e7e2914b00795c32e285668b389,BsodSurvivor,The optimization strategy involved precomputing and caching sets of definitions and kills for each block to avoid repeatedly walking def/use lists and kill lists during live variable updates.,False,The optimization strategy involves precomputing sets of definitions and kills for registers in a block to reduce the cost of updating live variables during critical edge splitting.,True
216bf531440434b7ce51ba0d8ce35db6a4359781,epiphany,The optimization strategy disables hardware acceleration to reduce memory usage by lowering the resource demands of the webview component.,False,The optimization strategy involved disabling hardware acceleration to reduce memory usage.,False
a45f99d74008f1c7fe646d84d9e7ff3bbfc09a5f,casadi,The optimization strategy involved reducing redundant computations inside a loop by moving invariant calculations outside the loop.,True,"The commit resolves a performance degradation by reverting changes introduced in a previous revision, likely restoring a more efficient implementation.",False
a2e879bc6330544856948e78ddf2859ba410fdd4,pqR,"The optimization strategy used is to directly assign an integer scalar to a specific index in a real vector, avoiding unnecessary computations or checks.",True,The optimization strategy involved speeding up the assignment of an integer scalar to a subset of a real vector by reducing unnecessary operations and improving memory access patterns.,False
4e12e03c5b4272c875e968fdebc36a6b875e439b,petsc,The optimization strategy involved restructuring the matrix transposition logic to reduce redundant computations and improve cache locality.,False,The optimization strategy involved improving the performance of the matrix transpose operation for a specific matrix type (SeqBAIJ) by refining the implementation details.,False
fbd02630c6e3c60feecc4688f5f98b015d264516,android_kernel_oneplus_msm8998,The optimization strategy involves reenabling local IRQs during slowpath calls in bulk freeing to reduce overhead compared to the fallback function.,False,"The optimization strategy involves reenabling local IRQs during the slowpath __slab_free() call to reduce overhead compared to the fallback function, leveraging the faster local_irq_{disable,enable} operations.",False
09952ddc4b29e384ca06fbe5c4e58a1012cc6395,gstreamer,The optimization avoids using PBO (Pixel Buffer Object) memory for internal textures in GL effects to reduce DMA memory overhead and improve performance.,False,The optimization strategy involved switching from using PBO (Pixel Buffer Object) GLMemory to non-PBO GLMemory for internal textures to reduce DMA memory usage and improve performance.,False
1197b4d8bd1397e1d9f1cd04c90e20a4b5aa539a,apulse,"The optimization strategy involves discarding ringbuffer contents when the application fails to read data quickly enough, preventing buffer overflows and improving performance under high load.",False,The optimization strategy involves dropping ringbuffer contents when the application does not read data fast enough to prevent buffer overflow and improve performance.,False
63a3565e972aa6466286ecd77d66ed092041d561,secp256k1,"The optimization skips unnecessary random number generation when no seed is available, avoiding redundant computation.",False,"The optimization strategy skips the RNG computation when creating blinding if no seed is available, avoiding unnecessary processing.",False
d3ed9766e8e73e3445bacc6636eefa3c8678a96f,FEX,"The optimization strategy involves using the full register size for MOVLPD stores and only storing the lower bits, reducing unnecessary memory operations.",True,The optimization strategy involves using the full register size for MOVLPD stores to reduce overhead by only storing the lower bits.,True
9a72ae384f4205f0b60cb5b090f8fd0e89e303c9,ucx,The optimization strategy involved improving the efficiency of tag offload operations by optimizing bounce buffer handling in CUDA contexts.,False,The optimization strategy involves improving tag offload bounce buffer handling in CUDA to enhance performance.,False
